,title,price,address,details,builder,link,promo_title1,promo_content1,promo_title2,,promo_content2
151,"2014 Opulent Oaks Ln. Durham, NC 27713 ","From $473,900","2014 Opulent Oaks Ln. Durham, NC 27713","4 Br | 3.5 Ba | 2 Gr | 2,245 sq ft",Toll Brothers,https://www.newhomesource.com/specdetail/2014-opulent-oaks-ln-durham-nc-27713/2763084,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
152,"2122 Opulent Oaks Ln. Durham, NC 27713 ","From $479,900","2122 Opulent Oaks Ln. Durham, NC 27713","4 Br | 3.5 Ba | 2 Gr | 2,245 sq ft",Toll Brothers,https://www.newhomesource.com/specdetail/2122-opulent-oaks-ln-durham-nc-27713/2767666,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
153,"2026 Opulent Oaks Ln. Durham, NC 27713 ","From $528,900","2026 Opulent Oaks Ln. Durham, NC 27713","4 Br | 3.5 Ba | 2 Gr | 2,245 sq ft",Toll Brothers,https://www.newhomesource.com/specdetail/2026-opulent-oaks-ln-durham-nc-27713/2777325,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
154,"2009 Opulent Oaks Ln. Durham, NC 27713 ","From $534,900","2009 Opulent Oaks Ln. Durham, NC 27713","4 Br | 3.5 Ba | 2 Gr | 2,245 sq ft",Toll Brothers,https://www.newhomesource.com/specdetail/2009-opulent-oaks-ln-durham-nc-27713/2763083,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
155,"2007 Opulent Oaks Ln. Durham, NC 27713 ","From $535,900","2007 Opulent Oaks Ln. Durham, NC 27713","4 Br | 3.5 Ba | 2 Gr | 2,245 sq ft",Toll Brothers,https://www.newhomesource.com/specdetail/2007-opulent-oaks-ln-durham-nc-27713/2809541,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
156,"1003 Regalia Rd. Durham, NC 27713 ","From $537,900","1003 Regalia Rd. Durham, NC 27713","4 Br | 3.5 Ba | 2 Gr | 2,245 sq ft",Toll Brothers,https://www.newhomesource.com/specdetail/1003-regalia-rd-durham-nc-27713/2763085,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
157,"Pulsar | Durham, NC | Durham, NC","From $304,990","Pulsar | Durham, NC","3 Br | 2 Ba | 1 Gr | 1,386 sq ft",Starlight Homes,https://www.newhomesource.com/plan/pulsar-starlight-homes-durham-nc/2857685,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
158,"2052 Glen Crossing Drive. Durham, NC 27704 ","From $319,990","2052 Glen Crossing Drive. Durham, NC 27704","3 Br | 2 Ba | 1 Gr | 1,594 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/2052-glen-crossing-drive-durham-nc-27704/2863711,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
159,"2054 Glen Crossing Drive. Durham, NC 27704 ","From $319,990","2054 Glen Crossing Drive. Durham, NC 27704","3 Br | 2 Ba | 1 Gr | 1,594 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/2054-glen-crossing-drive-durham-nc-27704/2863708,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
160,"1115 Tofino Drive. Durham, NC 27704 ","From $319,990","1115 Tofino Drive. Durham, NC 27704","3 Br | 2 Ba | 1 Gr | 1,594 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/1115-tofino-drive-durham-nc-27704/2828523,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
161,"Celestial | Durham, NC | Durham, NC","From $324,990","Celestial | Durham, NC","3 Br | 2 Ba | 1 Gr | 1,594 sq ft",Starlight Homes,https://www.newhomesource.com/plan/celestial-starlight-homes-durham-nc/2974978,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
162,"2062 Glen Crossing Drive. Durham, NC 27704 ","From $324,990","2062 Glen Crossing Drive. Durham, NC 27704","3 Br | 2 Ba | 1 Gr | 1,594 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/2062-glen-crossing-drive-durham-nc-27704/2888923,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
163,"2060 Glen Crossing Drive. Durham, NC 27704 ","From $324,990","2060 Glen Crossing Drive. Durham, NC 27704","3 Br | 2 Ba | 1 Gr | 1,594 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/2060-glen-crossing-drive-durham-nc-27704/2888924,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
164,"2062 Glen Crossing Drive. Durham, NC 27704 ","From $329,990","2062 Glen Crossing Drive. Durham, NC 27704","3 Br | 2 Ba | 1 Gr | 1,594 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/2062-glen-crossing-drive-durham-nc-27704/2888921,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
165,"2058 Glen Crossing Drive. Durham, NC 27704 ","From $329,990","2058 Glen Crossing Drive. Durham, NC 27704","3 Br | 2 Ba | 1 Gr | 1,594 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/2058-glen-crossing-drive-durham-nc-27704/2888922,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
166,"Cooper | Durham, NC | Durham, NC",Contact Builder for Details,"Cooper | Durham, NC","3 Br | 2.5 Ba | 2 Gr | 2,060 sq ft",Pulte Homes,https://www.newhomesource.com/plan/cooper-pulte-homes-durham-nc/3205561,"$2,000 Incentive for Hometown Heroes!*",,,,
167,"Stillwell | Durham, NC | Durham, NC",Contact Builder for Details,"Stillwell | Durham, NC","3 Br | 2.5 Ba | 2 Gr | 2,063 sq ft",Pulte Homes,https://www.newhomesource.com/plan/stillwell-pulte-homes-durham-nc/3205558,"$2,000 Incentive for Hometown Heroes!*",,,,
168,"Jekyll | Durham, NC | Durham, NC",Contact Builder for Details,"Jekyll | Durham, NC","3 Br | 2.5 Ba | 2 Gr | 2,226 sq ft",Pulte Homes,https://www.newhomesource.com/plan/jekyll-pulte-homes-durham-nc/3205557,"$2,000 Incentive for Hometown Heroes!*",,,,
169,"Ashford | Wake Forest, NC | Wake Forest, NC","From $487,999","Ashford | Wake Forest, NC","4 Br | 2.5 Ba | 2 Gr | 2,700 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/ashford-taylor-morrison-wake-forest-nc/2523216,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
170,"964 Myers Point Drive. Morrisville, NC 27560 ","From $799,990","964 Myers Point Drive. Morrisville, NC 27560","4 Br | 3.5 Ba | 2 Gr | 3,382 sq ft",Baker Residential,https://www.newhomesource.com/specdetail/964-myers-point-drive-morrisville-nc-27560/2833981,,,,,
171,"3860 Well Fleet Drive. Fuquay Varina, NC 27526 ","From $362,000","3860 Well Fleet Drive. Fuquay Varina, NC 27526","3 Br | 2.5 Ba | 1 Gr | 1,713 sq ft",Davidson Homes LLC,https://www.newhomesource.com/specdetail/3860-well-fleet-drive-fuquay-varina-nc-27526/2886895,"Limited Time: Get up to $10,000 in closing costs!","For a limited time, Davidson Homes LLC is offering up to $10,000 in closing costs on select quick move-in homes.",,,
172,"3854 Well Fleet Drive. Fuquay Varina, NC 27526 ","From $378,000","3854 Well Fleet Drive. Fuquay Varina, NC 27526","3 Br | 2.5 Ba | 1 Gr | 1,713 sq ft",Davidson Homes LLC,https://www.newhomesource.com/specdetail/3854-well-fleet-drive-fuquay-varina-nc-27526/2886896,"Limited Time: Get up to $10,000 in closing costs!","For a limited time, Davidson Homes LLC is offering up to $10,000 in closing costs on select quick move-in homes.",,,
173,"Rockingham | Fuquay Varina, NC | Fuquay Varina, NC","From $433,990","Rockingham | Fuquay Varina, NC","4 Br | 3 Ba | 2,486 sq ft",Pulte Homes,https://www.newhomesource.com/plan/rockingham-pulte-homes-fuquay-varina-nc/3195111,"$2,000 Incentive for Hometown Heroes!*",,,,
174,"217 Ribbon Rail Street. Fuquay Varina, NC 27526 ","From $444,990","217 Ribbon Rail Street. Fuquay Varina, NC 27526","4 Br | 3 Ba | 2,486 sq ft",Pulte Homes,https://www.newhomesource.com/specdetail/217-ribbon-rail-street-fuquay-varina-nc-27526/2875424,"$2,000 Incentive for Hometown Heroes!*",,,,
175,"205 Ribbon Rail Street. Fuquay Varina, NC 27526 ","From $447,990","205 Ribbon Rail Street. Fuquay Varina, NC 27526","4 Br | 3 Ba | 2,486 sq ft",Pulte Homes,https://www.newhomesource.com/specdetail/205-ribbon-rail-street-fuquay-varina-nc-27526/2875423,"$2,000 Incentive for Hometown Heroes!*",,,,
176,"213 Ribbon Rail Street. Fuquay Varina, NC 27526 ","From $452,990","213 Ribbon Rail Street. Fuquay Varina, NC 27526","4 Br | 3 Ba | 2 Gr | 2,486 sq ft",Pulte Homes,https://www.newhomesource.com/specdetail/213-ribbon-rail-street-fuquay-varina-nc-27526/2892680,"$2,000 Incentive for Hometown Heroes!*",,,,
177,"Alpine | Fuquay Varina, NC | Fuquay Varina, NC","From $401,990","Alpine | Fuquay Varina, NC","2 Br | 2 Ba | 2 Gr | 1,223 sq ft",Del Webb,https://www.newhomesource.com/plan/alpine-del-webb-fuquay-varina-nc/1772848,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
178,"Contour | Fuquay Varina, NC | Fuquay Varina, NC","From $414,990","Contour | Fuquay Varina, NC","2 Br | 2 Ba | 2 Gr | 1,345 sq ft",Del Webb,https://www.newhomesource.com/plan/contour-del-webb-fuquay-varina-nc/1772850,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
179,"Compass | Fuquay Varina, NC | Fuquay Varina, NC","From $422,990","Compass | Fuquay Varina, NC","2 Br | 2 Ba | 2 Gr | 1,403 sq ft",Del Webb,https://www.newhomesource.com/plan/compass-del-webb-fuquay-varina-nc/1772849,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
180,"1829 Hydrangea Way. Fuquay Varina, NC 27526 ","From $447,570","1829 Hydrangea Way. Fuquay Varina, NC 27526","2 Br | 2 Ba | 2 Gr | 1,223 sq ft",Del Webb,https://www.newhomesource.com/specdetail/1829-hydrangea-way-fuquay-varina-nc-27526/2804621,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
181,"1825 Hydrangea Way. Fuquay Varina, NC 27526 ","From $476,560","1825 Hydrangea Way. Fuquay Varina, NC 27526","2 Br | 2 Ba | 2 Gr | 1,403 sq ft",Del Webb,https://www.newhomesource.com/specdetail/1825-hydrangea-way-fuquay-varina-nc-27526/2880740,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
182,"Prosperity | Fuquay Varina, NC | Fuquay Varina, NC","From $484,990","Prosperity | Fuquay Varina, NC","2 Br | 2 Ba | 2 Gr | 1,600 sq ft",Del Webb,https://www.newhomesource.com/plan/prosperity-del-webb-fuquay-varina-nc/1772855,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
183,"Mystique | Fuquay Varina, NC | Fuquay Varina, NC","From $507,990","Mystique | Fuquay Varina, NC","2 Br | 2 Ba | 2 Gr | 1,809 sq ft",Del Webb,https://www.newhomesource.com/plan/mystique-del-webb-fuquay-varina-nc/1772852,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
184,"Mainstay | Fuquay Varina, NC | Fuquay Varina, NC","From $508,990","Mainstay | Fuquay Varina, NC","2 Br | 2 Ba | 2 Gr | 1,872 sq ft",Del Webb,https://www.newhomesource.com/plan/mainstay-del-webb-fuquay-varina-nc/1772851,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
185,"Prestige | Fuquay Varina, NC | Fuquay Varina, NC","From $511,990","Prestige | Fuquay Varina, NC","2 Br | 2.5 Ba | 2 Gr | 1,987 sq ft",Del Webb,https://www.newhomesource.com/plan/prestige-del-webb-fuquay-varina-nc/1772854,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
186,"2317 Forsythia Trail. Fuquay Varina, NC 27526 ","From $561,990","2317 Forsythia Trail. Fuquay Varina, NC 27526","2 Br | 2 Ba | 2 Gr | 1,600 sq ft",Del Webb,https://www.newhomesource.com/specdetail/2317-forsythia-trail-fuquay-varina-nc-27526/2847751,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
187,"Stardom | Fuquay Varina, NC | Fuquay Varina, NC","From $576,990","Stardom | Fuquay Varina, NC","2 Br | 2.5 Ba | 2 Gr | 2,179 sq ft",Del Webb,https://www.newhomesource.com/plan/stardom-del-webb-fuquay-varina-nc/1772857,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
188,"Stellar | Fuquay Varina, NC | Fuquay Varina, NC","From $586,990","Stellar | Fuquay Varina, NC","2 Br | 2.5 Ba | 2 Gr | 2,240 sq ft",Del Webb,https://www.newhomesource.com/plan/stellar-del-webb-fuquay-varina-nc/1772858,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
189,"1816 Angelonia Way. Fuquay Varina, NC 27526 ","From $608,475","1816 Angelonia Way. Fuquay Varina, NC 27526","3 Br | 3 Ba | 2 Gr | 2,236 sq ft",Del Webb,https://www.newhomesource.com/specdetail/1816-angelonia-way-fuquay-varina-nc-27526/2868785,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
190,"Renown | Fuquay Varina, NC | Fuquay Varina, NC","From $613,990","Renown | Fuquay Varina, NC","3 Br | 3.5 Ba | 3 Gr | 2,712 sq ft",Del Webb,https://www.newhomesource.com/plan/renown-del-webb-fuquay-varina-nc/1772856,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
191,"2313 Calluna Court. Fuquay Varina, NC 27526 ","From $622,260","2313 Calluna Court. Fuquay Varina, NC 27526","3 Br | 2 Ba | 2 Gr | 2,099 sq ft",Del Webb,https://www.newhomesource.com/specdetail/2313-calluna-court-fuquay-varina-nc-27526/2834795,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
192,"Eldorado | Fuquay Varina, NC | Fuquay Varina, NC","From $545,900","Eldorado | Fuquay Varina, NC","3 Br | 2.5 Ba | 2 Gr | 2,768 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/eldorado-mattamy-homes-fuquay-varina-nc/2557036,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
193,"Gunnison | Fuquay Varina, NC | Fuquay Varina, NC","From $575,900","Gunnison | Fuquay Varina, NC","3 Br | 2.5 Ba | 2 Gr | 2,991 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/gunnison-mattamy-homes-fuquay-varina-nc/2557038,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
194,"Voyageur | Fuquay Varina, NC | Fuquay Varina, NC","From $593,900","Voyageur | Fuquay Varina, NC","5 Br | 2.5 Ba | 2 Gr | 3,185 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/voyageur-mattamy-homes-fuquay-varina-nc/3021649,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
195,"Lassen | Fuquay Varina, NC | Fuquay Varina, NC","From $632,900","Lassen | Fuquay Varina, NC","5 Br | 3.5 Ba | 2 Gr | 3,419 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/lassen-mattamy-homes-fuquay-varina-nc/2557040,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
196,"Olympic | Fuquay Varina, NC | Fuquay Varina, NC","From $656,900","Olympic | Fuquay Varina, NC","4 Br | 3.5 Ba | 2 Gr | 3,645 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/olympic-mattamy-homes-fuquay-varina-nc/2557041,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
197,"Prescott | Fuquay Varina, NC | Fuquay Varina, NC","From $682,900","Prescott | Fuquay Varina, NC","5 Br | 4.5 Ba | 2 Gr | 3,900 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/prescott-mattamy-homes-fuquay-varina-nc/2557042,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
198,"Yosemite | Fuquay Varina, NC | Fuquay Varina, NC","From $716,900","Yosemite | Fuquay Varina, NC","5 Br | 4.5 Ba | 2 Gr | 4,203 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/yosemite-mattamy-homes-fuquay-varina-nc/2557043,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
199,"Morgan | Fuquay Varina, NC | Fuquay Varina, NC","From $338,900","Morgan | Fuquay Varina, NC","3 Br | 2 Ba | 2 Gr | 1,866 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/morgan-mattamy-homes-fuquay-varina-nc/3122453,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
200,"Cascades | Fuquay Varina, NC | Fuquay Varina, NC","From $340,900","Cascades | Fuquay Varina, NC","3 Br | 2 Ba | 2 Gr | 1,882 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/cascades-mattamy-homes-fuquay-varina-nc/2533884,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
201,"Glades | Fuquay Varina, NC | Fuquay Varina, NC","From $345,900","Glades | Fuquay Varina, NC","3 Br | 2 Ba | 2 Gr | 2,007 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/glades-mattamy-homes-fuquay-varina-nc/2533885,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
202,"Redwood | Fuquay Varina, NC | Fuquay Varina, NC","From $363,900","Redwood | Fuquay Varina, NC","3 Br | 2.5 Ba | 2 Gr | 2,324 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/redwood-mattamy-homes-fuquay-varina-nc/1964516,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
203,"Clearwater | Fuquay Varina, NC | Fuquay Varina, NC","From $378,900","Clearwater | Fuquay Varina, NC","3 Br | 2 Ba | 2 Gr | 2,339 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/clearwater-mattamy-homes-fuquay-varina-nc/1964515,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
204,"Lot 118 Providence Creek Dr. Fuquay Varina, NC 27526 ","From $382,803","Lot 118 Providence Creek Dr. Fuquay Varina, NC 27526","3 Br | 2.5 Ba | 2 Gr | 1,866 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/lot-118-providence-creek-dr-fuquay-varina-nc-27526/2869389,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
205,"Shenandoah | Fuquay Varina, NC | Fuquay Varina, NC","From $382,900","Shenandoah | Fuquay Varina, NC","4 Br | 2.5 Ba | 2 Gr | 2,567 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/shenandoah-mattamy-homes-fuquay-varina-nc/1964518,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
206,"Sequoia | Fuquay Varina, NC | Fuquay Varina, NC","From $399,900","Sequoia | Fuquay Varina, NC","5 Br | 3 Ba | 2 Gr | 2,810 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/sequoia-mattamy-homes-fuquay-varina-nc/1964517,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
207,"Voyageur | Fuquay Varina, NC | Fuquay Varina, NC","From $420,900","Voyageur | Fuquay Varina, NC","5 Br | 3.5 Ba | 2 Gr | 3,185 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/voyageur-mattamy-homes-fuquay-varina-nc/1964520,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
208,"Lot 114 Providence Creek Dr. Fuquay Varina, NC 27526 ","From $431,889","Lot 114 Providence Creek Dr. Fuquay Varina, NC 27526","3 Br | 2 Ba | 2 Gr | 2,339 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/lot-114-providence-creek-dr-fuquay-varina-nc-27526/2869390,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
209,"59 Davinhall Drive. Fuquay Varina, NC 27526 ","From $437,923","59 Davinhall Drive. Fuquay Varina, NC 27526","5 Br | 3 Ba | 2 Gr | 2,567 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/59-davinhall-drive-fuquay-varina-nc-27526/2847242,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
210,"Harris | Fuquay Varina, NC | Fuquay Varina, NC","From $402,990","Harris | Fuquay Varina, NC","3 Br | 2.5 Ba | 2 Gr | 2,052 sq ft",Pulte Homes,https://www.newhomesource.com/plan/harris-pulte-homes-fuquay-varina-nc/3028372,"$2,000 Incentive for Hometown Heroes!*",,FHA 30-Year Fixed Rate of 4.99%/5.375% APR*,,
211,"Ashford | Wake Forest, NC | Wake Forest, NC","From $487,999","Ashford | Wake Forest, NC","4 Br | 2.5 Ba | 2 Gr | 2,700 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/ashford-taylor-morrison-wake-forest-nc/2523216,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
212,"964 Myers Point Drive. Morrisville, NC 27560 ","From $799,990","964 Myers Point Drive. Morrisville, NC 27560","4 Br | 3.5 Ba | 2 Gr | 3,382 sq ft",Baker Residential,https://www.newhomesource.com/specdetail/964-myers-point-drive-morrisville-nc-27560/2833981,,,,,
213,"Sherwood | Garner, NC | Garner, NC","From $505,990","Sherwood | Garner, NC","4 Br | 2.5 Ba | 2 Gr | 2,702 sq ft",Meritage Homes,https://www.newhomesource.com/plan/sherwood-meritage-homes-garner-nc/2836065,Love Where You Live,"We want you to find a home you'll love for years to come. That's why we're offering up to $25,000 in flexible financing incentives that can be used to buy down your rate, cover your closing costs or a mixture of both. T&Cs apply.",,,
214,"Johnson | Garner, NC | Garner, NC","From $517,990","Johnson | Garner, NC","5 Br | 3 Ba | 2 Gr | 2,937 sq ft",Meritage Homes,https://www.newhomesource.com/plan/johnson-meritage-homes-garner-nc/2836066,Love Where You Live,"We want you to find a home you'll love for years to come. That's why we're offering up to $25,000 in flexible financing incentives that can be used to buy down your rate, cover your closing costs or a mixture of both. T&Cs apply.",,,
215,"Taylorsville | Garner, NC | Garner, NC","From $525,000","Taylorsville | Garner, NC","5 Br | 3.5 Ba | 2 Gr | 3,252 sq ft",Meritage Homes,https://www.newhomesource.com/plan/taylorsville-meritage-homes-garner-nc/2836067,Love Where You Live,"We want you to find a home you'll love for years to come. That's why we're offering up to $25,000 in flexible financing incentives that can be used to buy down your rate, cover your closing costs or a mixture of both. T&Cs apply.",,,
216,"356 Squirrel Oaks Lane. Garner, NC 27529 ","From $525,000","356 Squirrel Oaks Lane. Garner, NC 27529","5 Br | 3.5 Ba | 2 Gr | 3,252 sq ft",Meritage Homes,https://www.newhomesource.com/specdetail/356-squirrel-oaks-lane-garner-nc-27529/2855856,Love Where You Live,"We want you to find a home you'll love for years to come. That's why we're offering up to $25,000 in flexible financing incentives that can be used to buy down your rate, cover your closing costs or a mixture of both. T&Cs apply.",,,
217,"332 Squirrel Oaks Lane. Garner, NC 27529 ","From $534,000","332 Squirrel Oaks Lane. Garner, NC 27529","5 Br | 3.5 Ba | 2 Gr | 3,252 sq ft",Meritage Homes,https://www.newhomesource.com/specdetail/332-squirrel-oaks-lane-garner-nc-27529/2847999,Love Where You Live,"We want you to find a home you'll love for years to come. That's why we're offering up to $25,000 in flexible financing incentives that can be used to buy down your rate, cover your closing costs or a mixture of both. T&Cs apply.",,,
218,"Marion | Garner, NC | Garner, NC","From $390,900","Marion | Garner, NC","3 Br | 2.5 Ba | 2 Gr | 1,712 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/marion-mattamy-homes-garner-nc/2647415,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
219,"Morgan | Garner, NC | Garner, NC","From $409,900","Morgan | Garner, NC","3 Br | 2.5 Ba | 2 Gr | 1,866 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/morgan-mattamy-homes-garner-nc/2330987,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
220,"Laurel | Garner, NC | Garner, NC","From $423,900","Laurel | Garner, NC","3 Br | 2.5 Ba | 2 Gr | 2,181 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/laurel-mattamy-homes-garner-nc/2330986,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
